,detection_id,name,class,confidence,box,frame
0,0,Vehicle,0,0.84024,"{'x1': 832.24829, 'y1': 255.26797, 'x2': 879.02246, 'y2': 321.39359}",1
1,1,Vehicle,0,0.7907,"{'x1': 569.45441, 'y1': 281.82016, 'x2': 598.31366, 'y2': 320.00198}",1
2,2,Vehicle,0,0.74854,"{'x1': 685.06067, 'y1': 281.29074, 'x2': 714.70203, 'y2': 319.42599}",1
3,3,Vehicle,0,0.42005,"{'x1': 709.26294, 'y1': 257.68323, 'x2': 731.88525, 'y2': 296.95557}",1
4,0,Vehicle,0,0.84122,"{'x1': 832.27417, 'y1': 255.29749, 'x2': 878.9502, 'y2': 321.45032}",2
5,1,Vehicle,0,0.80264,"{'x1': 569.01074, 'y1': 281.88342, 'x2': 598.67212, 'y2': 320.06055}",2
6,2,Vehicle,0,0.73525,"{'x1': 684.7948, 'y1': 281.14374, 'x2': 714.854, 'y2': 318.56683}",2
7,3,Vehicle,0,0.34449,"{'x1': 706.96454, 'y1': 252.67883, 'x2': 730.75665, 'y2': 300.25415}",2
8,0,Vehicle,0,0.87685,"{'x1': 938.45203, 'y1': 552.31152, 'x2': 1088.45691, 'y2': 663.53333}",3
9,1,Vehicle,0,0.85065,"{'x1': 557.96436, 'y1': 286.36981, 'x2': 590.37329, 'y2': 328.34344}",3
10,2,Vehicle,0,0.81343,"{'x1': 833.11389, 'y1': 256.04492, 'x2': 879.29602, 'y2': 321.23853}",3
11,3,Vehicle,0,0.75802,"{'x1': 683.36102, 'y1': 278.32227, 'x2': 710.06012, 'y2': 313.74634}",3
12,4,Vehicle,0,0.31203,"{'x1': 705.61896, 'y1': 254.62244, 'x2': 729.07416, 'y2': 296.24438}",3
13,5,Vehicle,0,0.29148,"{'x1': 590.24854, 'y1': 268.88062, 'x2': 615.05127, 'y2': 293.99646}",3
14,0,Vehicle,0,0.87555,"{'x1': 382.73273, 'y1': 380.37695, 'x2': 452.7475, 'y2': 447.76172}",4
15,1,Vehicle,0,0.8309,"{'x1': 831.33167, 'y1': 256.1619, 'x2': 879.4425, 'y2': 320.89822}",4
16,2,Vehicle,0,0.82615,"{'x1': 710.30731, 'y1': 383.40729, 'x2': 777.82758, 'y2': 436.3255}",4
17,3,Vehicle,0,0.8057,"{'x1': 512.08398, 'y1': 307.06253, 'x2': 550.89868, 'y2': 348.08621}",4
18,4,Vehicle,0,0.69722,"{'x1': 718.90198, 'y1': 299.60883, 'x2': 751.74524, 'y2': 325.56622}",4
19,5,Vehicle,0,0.37156,"{'x1': 605.17651, 'y1': 279.15729, 'x2': 628.47656, 'y2': 309.38214}",4
20,0,Vehicle,0,0.88951,"{'x1': 377.92566, 'y1': 384.69562, 'x2': 447.6228, 'y2': 453.16693}",5
21,1,Vehicle,0,0.83793,"{'x1': 831.31567, 'y1': 256.04721, 'x2': 879.40356, 'y2': 320.77762}",5
22,2,Vehicle,0,0.83279,"{'x1': 709.63281, 'y1': 379.99316, 'x2': 773.44702, 'y2': 430.46814}",5
23,3,Vehicle,0,0.79524,"{'x1': 510.78146, 'y1': 307.87805, 'x2': 548.40063, 'y2': 348.63275}",5
24,4,Vehicle,0,0.66029,"{'x1': 718.4754, 'y1': 298.29507, 'x2': 749.24506, 'y2': 324.20877}",5
25,5,Vehicle,0,0.34345,"{'x1': 604.26398, 'y1': 278.59451, 'x2': 629.09186, 'y2': 309.47446}",5
26,0,Vehicle,0,0.8886,"{'x1': 372.39078, 'y1': 387.62796, 'x2': 444.29947, 'y2': 457.95059}",6
27,1,Vehicle,0,0.87378,"{'x1': 709.37158, 'y1': 376.94241, 'x2': 764.61267, 'y2': 426.37888}",6
28,2,Vehicle,0,0.84283,"{'x1': 831.70679, 'y1': 256.22888, 'x2': 879.20093, 'y2': 320.87903}",6
29,3,Vehicle,0,0.81496,"{'x1': 509.76556, 'y1': 308.28894, 'x2': 547.8786, 'y2': 350.15955}",6
30,4,Vehicle,0,0.68189,"{'x1': 718.92853, 'y1': 298.39319, 'x2': 748.58295, 'y2': 322.94312}",6
31,5,Vehicle,0,0.31943,"{'x1': 604.2854, 'y1': 282.47186, 'x2': 627.41382, 'y2': 310.16504}",6
32,0,Vehicle,0,0.87712,"{'x1': 365.75293, 'y1': 391.19336, 'x2': 440.41223, 'y2': 463.55029}",7
33,1,Vehicle,0,0.87382,"{'x1': 707.74402, 'y1': 375.78308, 'x2': 762.52039, 'y2': 421.93109}",7
34,2,Vehicle,0,0.84267,"{'x1': 831.79877, 'y1': 256.18652, 'x2': 879.08258, 'y2': 320.94519}",7
35,3,Vehicle,0,0.81399,"{'x1': 508.93701, 'y1': 308.52094, 'x2': 548.04114, 'y2': 351.5224}",7
36,4,Vehicle,0,0.72196,"{'x1': 719.06439, 'y1': 296.59564, 'x2': 747.64313, 'y2': 322.52551}",7
37,5,Vehicle,0,0.27298,"{'x1': 602.17859, 'y1': 284.1391, 'x2': 626.34558, 'y2': 311.03461}",7
38,0,Vehicle,0,0.88175,"{'x1': 359.65945, 'y1': 395.2388, 'x2': 437.42068, 'y2': 467.77634}",8
39,1,Vehicle,0,0.86528,"{'x1': 706.85986, 'y1': 372.49768, 'x2': 758.49341, 'y2': 417.90735}",8
40,2,Vehicle,0,0.84644,"{'x1': 831.64746, 'y1': 256.19574, 'x2': 879.16907, 'y2': 320.99957}",8
41,3,Vehicle,0,0.82281,"{'x1': 503.35696, 'y1': 307.66528, 'x2': 547.1748, 'y2': 353.61072}",8
42,4,Vehicle,0,0.7362,"{'x1': 718.18695, 'y1': 295.25476, 'x2': 747.13531, 'y2': 322.43237}",8
43,5,Vehicle,0,0.26334,"{'x1': 600.46716, 'y1': 285.89606, 'x2': 625.52307, 'y2': 311.70197}",8
44,0,Vehicle,0,0.86795,"{'x1': 352.82953, 'y1': 396.13403, 'x2': 430.28009, 'y2': 471.92542}",9
45,1,Vehicle,0,0.85282,"{'x1': 705.67456, 'y1': 369.49738, 'x2': 757.24292, 'y2': 414.20905}",9
46,2,Vehicle,0,0.84683,"{'x1': 831.72205, 'y1': 256.17621, 'x2': 879.15808, 'y2': 321.02325}",9
47,3,Vehicle,0,0.79426,"{'x1': 501.13904, 'y1': 309.13098, 'x2': 542.67859, 'y2': 353.3479}",9
48,4,Vehicle,0,0.74813,"{'x1': 717.59344, 'y1': 295.27014, 'x2': 745.61749, 'y2': 321.44812}",9
49,5,Vehicle,0,0.28883,"{'x1': 599.62921, 'y1': 286.76361, 'x2': 625.76813, 'y2': 311.85541}",9
50,0,Vehicle,0,0.87359,"{'x1': 344.43408, 'y1': 399.93396, 'x2': 426.49402, 'y2': 477.80634}",10
51,1,Vehicle,0,0.86309,"{'x1': 705.00629, 'y1': 366.03589, 'x2': 753.99908, 'y2': 410.99463}",10
52,2,Vehicle,0,0.85823,"{'x1': 499.00446, 'y1': 309.80838, 'x2': 541.21454, 'y2': 356.10269}",10
53,3,Vehicle,0,0.8449,"{'x1': 831.90399, 'y1': 256.37622, 'x2': 879.10211, 'y2': 321.00079}",10
54,4,Vehicle,0,0.73047,"{'x1': 718.03833, 'y1': 295.46381, 'x2': 745.25806, 'y2': 320.81207}",10
55,5,Vehicle,0,0.34303,"{'x1': 599.28687, 'y1': 286.6138, 'x2': 625.93213, 'y2': 312.1326}",10
56,0,Vehicle,0,0.89216,"{'x1': 338.22754, 'y1': 403.69623, 'x2': 420.74609, 'y2': 483.77667}",11
57,1,Vehicle,0,0.86344,"{'x1': 704.711, 'y1': 362.33417, 'x2': 752.25018, 'y2': 407.18182}",11
58,2,Vehicle,0,0.84358,"{'x1': 831.91821, 'y1': 256.2337, 'x2': 879.12634, 'y2': 321.0423}",11
59,3,Vehicle,0,0.82729,"{'x1': 499.06113, 'y1': 310.70795, 'x2': 541.79016, 'y2': 358.40729}",11
60,4,Vehicle,0,0.74957,"{'x1': 717.41724, 'y1': 292.87445, 'x2': 744.11169, 'y2': 319.88947}",11
61,5,Vehicle,0,0.32537,"{'x1': 599.08508, 'y1': 288.18323, 'x2': 624.85876, 'y2': 312.75317}",11
62,0,Vehicle,0,0.88312,"{'x1': 329.49988, 'y1': 408.71576, 'x2': 414.33057, 'y2': 489.37775}",12
63,1,Vehicle,0,0.87738,"{'x1': 704.01288, 'y1': 359.98206, 'x2': 749.94879, 'y2': 402.8833}",12
64,2,Vehicle,0,0.84441,"{'x1': 831.63904, 'y1': 255.98297, 'x2': 879.20374, 'y2': 321.03632}",12
65,3,Vehicle,0,0.83033,"{'x1': 496.90198, 'y1': 312.0014, 'x2': 539.97339, 'y2': 359.44476}",12
66,4,Vehicle,0,0.73918,"{'x1': 716.71448, 'y1': 294.44626, 'x2': 743.43225, 'y2': 319.31851}",12
67,5,Vehicle,0,0.31248,"{'x1': 598.85095, 'y1': 288.73712, 'x2': 624.96277, 'y2': 312.88202}",12
68,0,Vehicle,0,0.87499,"{'x1': 322.0961, 'y1': 411.06384, 'x2': 408.91617, 'y2': 497.36414}",13
69,1,Vehicle,0,0.86876,"{'x1': 702.8894, 'y1': 357.04114, 'x2': 750.24365, 'y2': 400.57275}",13
70,2,Vehicle,0,0.84108,"{'x1': 831.76923, 'y1': 256.1261, 'x2': 879.15717, 'y2': 320.80676}",13
71,3,Vehicle,0,0.83364,"{'x1': 496.18741, 'y1': 311.6731, 'x2': 540.52234, 'y2': 360.41779}",13
72,4,Vehicle,0,0.76212,"{'x1': 716.19171, 'y1': 293.40051, 'x2': 743.50653, 'y2': 318.53705}",13
73,5,Vehicle,0,0.37772,"{'x1': 598.93945, 'y1': 288.61008, 'x2': 624.60791, 'y2': 313.45651}",13
74,0,Vehicle,0,0.86255,"{'x1': 930.01831, 'y1': 540.26978, 'x2': 1071.17358, 'y2': 647.23096}",14
75,1,Vehicle,0,0.83614,"{'x1': 556.05585, 'y1': 287.71698, 'x2': 589.78912, 'y2': 328.31097}",14
76,2,Vehicle,0,0.81036,"{'x1': 833.08429, 'y1': 255.99295, 'x2': 879.26495, 'y2': 321.28391}",14
77,3,Vehicle,0,0.72455,"{'x1': 683.52246, 'y1': 277.37695, 'x2': 709.28784, 'y2': 312.8147}",14
78,4,Vehicle,0,0.42016,"{'x1': 704.74365, 'y1': 254.38025, 'x2': 729.06323, 'y2': 296.24756}",14
79,5,Vehicle,0,0.3342,"{'x1': 590.71521, 'y1': 268.07916, 'x2': 614.77039, 'y2': 293.94147}",14
80,0,Vehicle,0,0.86598,"{'x1': 313.94043, 'y1': 418.7254, 'x2': 403.76031, 'y2': 503.30121}",15
81,1,Vehicle,0,0.85868,"{'x1': 700.72449, 'y1': 355.81891, 'x2': 750.04285, 'y2': 397.737}",15
82,2,Vehicle,0,0.83758,"{'x1': 831.59351, 'y1': 255.99261, 'x2': 879.13403, 'y2': 320.69879}",15
83,3,Vehicle,0,0.82447,"{'x1': 494.43521, 'y1': 314.79407, 'x2': 537.53674, 'y2': 361.27161}",15
84,4,Vehicle,0,0.71346,"{'x1': 716.05225, 'y1': 291.09869, 'x2': 744.30579, 'y2': 318.3717}",15
85,5,Vehicle,0,0.39348,"{'x1': 598.26019, 'y1': 288.29761, 'x2': 624.63666, 'y2': 314.31592}",15
86,0,Vehicle,0,0.86697,"{'x1': 304.20038, 'y1': 421.68933, 'x2': 396.96533, 'y2': 511.79602}",16
87,1,Vehicle,0,0.85147,"{'x1': 699.13257, 'y1': 353.71857, 'x2': 745.76904, 'y2': 394.87579}",16
88,2,Vehicle,0,0.83753,"{'x1': 831.41138, 'y1': 255.74533, 'x2': 879.01318, 'y2': 320.85349}",16
89,3,Vehicle,0,0.83689,"{'x1': 493.60083, 'y1': 317.58057, 'x2': 534.8125, 'y2': 362.30969}",16
90,4,Vehicle,0,0.68981,"{'x1': 715.80286, 'y1': 290.51385, 'x2': 742.73254, 'y2': 317.8161}",16
91,5,Vehicle,0,0.39987,"{'x1': 597.07886, 'y1': 288.59619, 'x2': 623.83484, 'y2': 315.83875}",16
92,0,Vehicle,0,0.87508,"{'x1': 294.565, 'y1': 426.47491, 'x2': 389.90643, 'y2': 519.80566}",17
93,1,Vehicle,0,0.84268,"{'x1': 831.53357, 'y1': 255.80569, 'x2': 879.01587, 'y2': 320.81357}",17
94,2,Vehicle,0,0.84005,"{'x1': 489.95532, 'y1': 319.9577, 'x2': 533.80127, 'y2': 364.63635}",17
95,3,Vehicle,0,0.83933,"{'x1': 698.66785, 'y1': 351.33426, 'x2': 743.77039, 'y2': 391.68503}",17
96,4,Vehicle,0,0.67084,"{'x1': 715.62299, 'y1': 290.91135, 'x2': 740.75763, 'y2': 316.99393}",17
97,5,Vehicle,0,0.44301,"{'x1': 596.80371, 'y1': 290.09174, 'x2': 623.60156, 'y2': 317.12408}",17
98,0,Vehicle,0,0.90283,"{'x1': 285.2793, 'y1': 429.56305, 'x2': 385.12036, 'y2': 528.92743}",18
99,1,Vehicle,0,0.8522,"{'x1': 487.61743, 'y1': 320.841, 'x2': 533.58618, 'y2': 367.17657}",18
100,2,Vehicle,0,0.84973,"{'x1': 697.73859, 'y1': 347.67474, 'x2': 740.93158, 'y2': 387.74683}",18
101,3,Vehicle,0,0.84439,"{'x1': 831.50989, 'y1': 255.83267, 'x2': 878.93738, 'y2': 320.88022}",18
102,4,Vehicle,0,0.62109,"{'x1': 715.34497, 'y1': 290.66425, 'x2': 741.13159, 'y2': 316.05841}",18
103,5,Vehicle,0,0.52587,"{'x1': 595.71277, 'y1': 290.55688, 'x2': 622.67542, 'y2': 317.79504}",18
104,6,Vehicle,0,0.27185,"{'x1': 693.65155, 'y1': 244.20483, 'x2': 715.39948, 'y2': 276.31903}",18
105,0,Vehicle,0,0.90091,"{'x1': 275.02301, 'y1': 436.02875, 'x2': 377.88483, 'y2': 537.29083}",19
106,1,Vehicle,0,0.85917,"{'x1': 697.55682, 'y1': 344.59174, 'x2': 739.86615, 'y2': 384.6972}",19
107,2,Vehicle,0,0.84243,"{'x1': 484.48083, 'y1': 320.72638, 'x2': 531.65308, 'y2': 369.14893}",19
108,3,Vehicle,0,0.84235,"{'x1': 831.41858, 'y1': 255.94031, 'x2': 878.95471, 'y2': 320.7688}",19
109,4,Vehicle,0,0.6047,"{'x1': 715.12891, 'y1': 288.80035, 'x2': 741.1394, 'y2': 315.1225}",19
110,5,Vehicle,0,0.50197,"{'x1': 595.68396, 'y1': 291.8486, 'x2': 622.40125, 'y2': 318.9852}",19
111,0,Vehicle,0,0.8959,"{'x1': 263.19858, 'y1': 442.47064, 'x2': 371.44662, 'y2': 544.78961}",20
112,1,Vehicle,0,0.87445,"{'x1': 483.44434, 'y1': 322.21744, 'x2': 530.8125, 'y2': 370.51492}",20
113,2,Vehicle,0,0.85544,"{'x1': 697.01733, 'y1': 343.76022, 'x2': 738.97754, 'y2': 383.15317}",20
114,3,Vehicle,0,0.84018,"{'x1': 831.72974, 'y1': 256.17181, 'x2': 878.98511, 'y2': 320.61853}",20
115,4,Vehicle,0,0.63797,"{'x1': 714.50317, 'y1': 289.16962, 'x2': 740.52051, 'y2': 313.98352}",20
116,5,Vehicle,0,0.63293,"{'x1': 593.90125, 'y1': 290.77667, 'x2': 620.98376, 'y2': 320.01361}",20
117,0,Vehicle,0,0.8864,"{'x1': 250.45886, 'y1': 447.4888, 'x2': 362.79419, 'y2': 554.93799}",21
118,1,Vehicle,0,0.88042,"{'x1': 480.12415, 'y1': 322.76764, 'x2': 527.54089, 'y2': 372.28326}",21
119,2,Vehicle,0,0.85133,"{'x1': 695.93915, 'y1': 341.84338, 'x2': 737.98578, 'y2': 381.74817}",21
120,3,Vehicle,0,0.84196,"{'x1': 831.76874, 'y1': 256.00281, 'x2': 878.96759, 'y2': 320.7655}",21
121,4,Vehicle,0,0.63136,"{'x1': 593.0575, 'y1': 290.96295, 'x2': 620.26965, 'y2': 319.86108}",21
122,5,Vehicle,0,0.62799,"{'x1': 713.17065, 'y1': 290.98444, 'x2': 740.51501, 'y2': 313.56061}",21
123,0,Vehicle,0,0.89394,"{'x1': 238.04718, 'y1': 452.1142, 'x2': 354.02844, 'y2': 565.57281}",22
124,1,Vehicle,0,0.86404,"{'x1': 477.88922, 'y1': 324.14496, 'x2': 525.09247, 'y2': 373.41766}",22
125,2,Vehicle,0,0.84178,"{'x1': 831.64221, 'y1': 255.79306, 'x2': 879.00452, 'y2': 320.87509}",22
126,3,Vehicle,0,0.83801,"{'x1': 695.37396, 'y1': 341.39661, 'x2': 735.5611, 'y2': 379.25342}",22
127,4,Vehicle,0,0.65487,"{'x1': 713.37622, 'y1': 290.64801, 'x2': 740.44141, 'y2': 313.00311}",22
128,5,Vehicle,0,0.60849,"{'x1': 591.93713, 'y1': 292.54742, 'x2': 619.34729, 'y2': 320.91461}",22
129,0,Vehicle,0,0.88206,"{'x1': 226.6414, 'y1': 458.1311, 'x2': 345.07245, 'y2': 576.22046}",23
130,1,Vehicle,0,0.85569,"{'x1': 476.89368, 'y1': 325.47321, 'x2': 523.91766, 'y2': 375.23712}",23
131,2,Vehicle,0,0.83958,"{'x1': 831.81934, 'y1': 256.03741, 'x2': 879.09155, 'y2': 321.07562}",23
132,3,Vehicle,0,0.83095,"{'x1': 694.07959, 'y1': 340.1012, 'x2': 735.07056, 'y2': 377.52155}",23
133,4,Vehicle,0,0.72828,"{'x1': 713.92938, 'y1': 286.12256, 'x2': 739.49115, 'y2': 312.90198}",23
134,5,Vehicle,0,0.56538,"{'x1': 591.59552, 'y1': 295.07916, 'x2': 615.74554, 'y2': 321.5921}",23
135,0,Vehicle,0,0.92176,"{'x1': 211.6033, 'y1': 466.29175, 'x2': 335.45328, 'y2': 589.88025}",24
136,1,Vehicle,0,0.8346,"{'x1': 832.02649, 'y1': 256.19574, 'x2': 878.93494, 'y2': 320.86737}",24
137,2,Vehicle,0,0.831,"{'x1': 473.36536, 'y1': 327.34958, 'x2': 521.95923, 'y2': 376.49765}",24
138,3,Vehicle,0,0.79584,"{'x1': 693.74463, 'y1': 337.56555, 'x2': 734.20923, 'y2': 374.74451}",24
139,4,Vehicle,0,0.7021,"{'x1': 712.77454, 'y1': 285.69638, 'x2': 737.61755, 'y2': 312.35306}",24
140,5,Vehicle,0,0.57063,"{'x1': 590.89899, 'y1': 295.36969, 'x2': 615.34235, 'y2': 322.45367}",24
141,0,Vehicle,0,0.8785,"{'x1': 916.23816, 'y1': 527.68066, 'x2': 1053.66858, 'y2': 627.68384}",25
142,1,Vehicle,0,0.83621,"{'x1': 554.60193, 'y1': 288.33594, 'x2': 587.80164, 'y2': 328.56836}",25
143,2,Vehicle,0,0.79761,"{'x1': 833.07959, 'y1': 255.99469, 'x2': 879.25916, 'y2': 321.24847}",25
144,3,Vehicle,0,0.72858,"{'x1': 683.5835, 'y1': 275.11975, 'x2': 708.71655, 'y2': 311.82349}",25
145,4,Vehicle,0,0.31751,"{'x1': 704.80225, 'y1': 252.41101, 'x2': 727.89282, 'y2': 298.33386}",25
146,5,Vehicle,0,0.31199,"{'x1': 591.03351, 'y1': 268.49933, 'x2': 614.57123, 'y2': 294.10712}",25
147,0,Vehicle,0,0.91975,"{'x1': 194.34103, 'y1': 474.93982, 'x2': 328.03964, 'y2': 600.65869}",26
148,1,Vehicle,0,0.8488,"{'x1': 471.49353, 'y1': 326.56216, 'x2': 518.88342, 'y2': 378.87869}",26
149,2,Vehicle,0,0.83589,"{'x1': 832.07703, 'y1': 256.19418, 'x2': 878.91589, 'y2': 320.82864}",26
150,3,Vehicle,0,0.79698,"{'x1': 693.64069, 'y1': 334.42755, 'x2': 732.01263, 'y2': 371.65332}",26
151,4,Vehicle,0,0.70116,"{'x1': 712.30066, 'y1': 285.91211, 'x2': 738.36743, 'y2': 312.04553}",26
152,5,Vehicle,0,0.63509,"{'x1': 590.09119, 'y1': 294.91858, 'x2': 613.71252, 'y2': 322.70776}",26
153,6,Vehicle,0,0.35654,"{'x1': 1052.58923, 'y1': 675.5484, 'x2': 1272.22083, 'y2': 720.0}",26
154,0,Vehicle,0,0.89427,"{'x1': 179.2012, 'y1': 480.21362, 'x2': 317.81644, 'y2': 616.53503}",27
155,1,Vehicle,0,0.85949,"{'x1': 469.80701, 'y1': 329.53613, 'x2': 518.32074, 'y2': 381.2323}",27
156,2,Vehicle,0,0.83733,"{'x1': 832.18414, 'y1': 256.41724, 'x2': 878.95587, 'y2': 320.82629}",27
157,3,Vehicle,0,0.8162,"{'x1': 693.48962, 'y1': 331.9751, 'x2': 730.50293, 'y2': 369.521}",27
158,4,Vehicle,0,0.7071,"{'x1': 712.19916, 'y1': 285.84058, 'x2': 738.487, 'y2': 311.7713}",27
159,5,Vehicle,0,0.63807,"{'x1': 589.54932, 'y1': 294.53027, 'x2': 614.17798, 'y2': 324.1604}",27
160,6,Vehicle,0,0.25707,"{'x1': 693.62708, 'y1': 244.84882, 'x2': 714.61926, 'y2': 276.25189}",27
161,0,Vehicle,0,0.92119,"{'x1': 163.66449, 'y1': 490.96332, 'x2': 306.93542, 'y2': 629.12555}",28
162,1,Vehicle,0,0.85059,"{'x1': 467.47217, 'y1': 330.93292, 'x2': 517.69, 'y2': 383.83856}",28
163,2,Vehicle,0,0.8262,"{'x1': 832.48962, 'y1': 256.60999, 'x2': 878.80042, 'y2': 320.5509}",28
164,3,Vehicle,0,0.80224,"{'x1': 692.84351, 'y1': 330.46973, 'x2': 729.46167, 'y2': 366.17554}",28
165,4,Vehicle,0,0.71757,"{'x1': 712.46973, 'y1': 284.20218, 'x2': 737.33521, 'y2': 311.7316}",28
166,5,Vehicle,0,0.66924,"{'x1': 587.86646, 'y1': 295.46216, 'x2': 614.84009, 'y2': 325.02625}",28
167,6,Vehicle,0,0.48155,"{'x1': 1023.70312, 'y1': 627.35742, 'x2': 1231.21069, 'y2': 720.0}",28
168,0,Vehicle,0,0.89535,"{'x1': 141.86664, 'y1': 498.34265, 'x2': 292.37558, 'y2': 642.55261}",29
169,1,Vehicle,0,0.84984,"{'x1': 464.93896, 'y1': 331.70804, 'x2': 515.98175, 'y2': 385.41147}",29
170,2,Vehicle,0,0.82514,"{'x1': 832.38318, 'y1': 256.83533, 'x2': 878.78357, 'y2': 320.49261}",29
171,3,Vehicle,0,0.80126,"{'x1': 691.96716, 'y1': 330.97244, 'x2': 730.24915, 'y2': 365.78641}",29
172,4,Vehicle,0,0.78582,"{'x1': 1002.6748, 'y1': 608.72302, 'x2': 1214.59106, 'y2': 720.0}",29
173,5,Vehicle,0,0.69974,"{'x1': 585.72455, 'y1': 297.25073, 'x2': 614.21808, 'y2': 326.43298}",29
174,6,Vehicle,0,0.68017,"{'x1': 711.77759, 'y1': 283.46204, 'x2': 734.80859, 'y2': 310.90717}",29
175,0,Vehicle,0,0.91644,"{'x1': 122.86237, 'y1': 509.57434, 'x2': 281.41376, 'y2': 660.52759}",30
176,1,Vehicle,0,0.8844,"{'x1': 983.30469, 'y1': 590.91907, 'x2': 1167.67773, 'y2': 719.22424}",30
177,2,Vehicle,0,0.86822,"{'x1': 462.02332, 'y1': 334.2442, 'x2': 513.58997, 'y2': 386.92059}",30
178,3,Vehicle,0,0.82001,"{'x1': 832.52197, 'y1': 256.87195, 'x2': 878.93872, 'y2': 320.12866}",30
179,4,Vehicle,0,0.78182,"{'x1': 692.39722, 'y1': 329.70541, 'x2': 729.14575, 'y2': 363.53812}",30
180,5,Vehicle,0,0.7337,"{'x1': 584.70587, 'y1': 298.59634, 'x2': 613.24506, 'y2': 326.97098}",30
181,6,Vehicle,0,0.66977,"{'x1': 711.84607, 'y1': 283.33707, 'x2': 735.32544, 'y2': 309.66763}",30
182,0,Vehicle,0,0.90404,"{'x1': 100.39951, 'y1': 521.7644, 'x2': 267.93976, 'y2': 680.69043}",31
183,1,Vehicle,0,0.88174,"{'x1': 968.47119, 'y1': 568.9646, 'x2': 1141.65283, 'y2': 693.56641}",31
184,2,Vehicle,0,0.86823,"{'x1': 459.73505, 'y1': 337.18634, 'x2': 510.98895, 'y2': 389.14899}",31
185,3,Vehicle,0,0.81818,"{'x1': 832.91064, 'y1': 256.96957, 'x2': 878.84595, 'y2': 319.96548}",31
186,4,Vehicle,0,0.77645,"{'x1': 691.78918, 'y1': 327.27765, 'x2': 729.78308, 'y2': 361.89984}",31
187,5,Vehicle,0,0.72195,"{'x1': 583.57269, 'y1': 299.99112, 'x2': 612.10321, 'y2': 327.50687}",31
188,6,Vehicle,0,0.68613,"{'x1': 711.7807, 'y1': 283.03607, 'x2': 735.35248, 'y2': 309.38983}",31
189,7,Vehicle,0,0.3521,"{'x1': 592.62244, 'y1': 264.9281, 'x2': 617.83899, 'y2': 291.91394}",31
190,0,Vehicle,0,0.91752,"{'x1': 74.94819, 'y1': 532.27222, 'x2': 254.46521, 'y2': 700.53406}",32
191,1,Vehicle,0,0.8766,"{'x1': 955.63086, 'y1': 557.3512, 'x2': 1119.03516, 'y2': 675.39587}",32
192,2,Vehicle,0,0.84841,"{'x1': 456.00934, 'y1': 338.94647, 'x2': 508.15912, 'y2': 390.04321}",32
193,3,Vehicle,0,0.81647,"{'x1': 832.80249, 'y1': 257.00146, 'x2': 878.74146, 'y2': 319.95056}",32
194,4,Vehicle,0,0.78379,"{'x1': 690.85248, 'y1': 325.21118, 'x2': 727.72211, 'y2': 360.49927}",32
195,5,Vehicle,0,0.68117,"{'x1': 583.25793, 'y1': 301.52148, 'x2': 611.71741, 'y2': 327.56433}",32
196,6,Vehicle,0,0.67513,"{'x1': 712.21558, 'y1': 282.78546, 'x2': 733.6311, 'y2': 308.7608}",32
197,7,Vehicle,0,0.3832,"{'x1': 592.66931, 'y1': 264.39984, 'x2': 617.28918, 'y2': 292.13837}",32
198,0,Vehicle,0,0.91203,"{'x1': 49.54681, 'y1': 540.12244, 'x2': 236.14996, 'y2': 718.84412}",33
199,1,Vehicle,0,0.88177,"{'x1': 944.73352, 'y1': 544.68811, 'x2': 1092.56396, 'y2': 656.11218}",33
200,2,Vehicle,0,0.85795,"{'x1': 454.16119, 'y1': 340.22931, 'x2': 506.32904, 'y2': 392.49908}",33
201,3,Vehicle,0,0.79818,"{'x1': 832.56689, 'y1': 257.08875, 'x2': 878.77563, 'y2': 319.75464}",33
202,4,Vehicle,0,0.76567,"{'x1': 690.6543, 'y1': 323.4502, 'x2': 725.38013, 'y2': 357.92847}",33
203,5,Vehicle,0,0.69935,"{'x1': 712.18353, 'y1': 282.49084, 'x2': 734.15228, 'y2': 309.10388}",33
204,6,Vehicle,0,0.61144,"{'x1': 582.64758, 'y1': 303.89758, 'x2': 610.65833, 'y2': 328.35571}",33
205,7,Vehicle,0,0.37074,"{'x1': 592.15729, 'y1': 264.53632, 'x2': 616.74261, 'y2': 292.39447}",33
206,0,Vehicle,0,0.91124,"{'x1': 20.116, 'y1': 554.2536, 'x2': 219.36691, 'y2': 720.0}",34
207,1,Vehicle,0,0.8723,"{'x1': 450.13348, 'y1': 340.80988, 'x2': 503.0144, 'y2': 394.46124}",34
208,2,Vehicle,0,0.86062,"{'x1': 931.89722, 'y1': 533.54852, 'x2': 1071.20703, 'y2': 640.05023}",34
209,3,Vehicle,0,0.79456,"{'x1': 832.84406, 'y1': 257.30377, 'x2': 878.59503, 'y2': 319.65216}",34
210,4,Vehicle,0,0.75475,"{'x1': 689.80383, 'y1': 323.18182, 'x2': 725.3783, 'y2': 355.75531}",34
211,5,Vehicle,0,0.70425,"{'x1': 711.6933, 'y1': 282.02698, 'x2': 734.34296, 'y2': 308.38818}",34
212,6,Vehicle,0,0.57652,"{'x1': 582.03699, 'y1': 305.18771, 'x2': 610.3938, 'y2': 329.88126}",34
213,7,Vehicle,0,0.34765,"{'x1': 592.0083, 'y1': 264.31305, 'x2': 616.93237, 'y2': 292.53143}",34
214,0,Vehicle,0,0.897,"{'x1': 0.0, 'y1': 569.71313, 'x2': 202.88499, 'y2': 720.0}",35
